Property name,property info,price range,flat_details,Average price,facing,Build up area,Posession date
,Mittal God Gift Appartment 4,₹20 L - 60 L,"1, 2, 3 BHK Flats for sale in Sector 15 Dwarka",₹None K/sq.ft,,450.0 sq.ft,"Jun, 2022"
,Dagar Luxury FloorsRERA,₹24 L - 50 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹4.9 K/sq.ft,,500.0 sq.ft,"Mar, 2022"
,Krishna Homes5RERA,₹18 L - 65 L,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,400.0 sq.ft,"May, 2022"
,Jai Uttarakhand Luxury HomesRERA,₹15 L - 65 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Jan, 2020"
,Krishna Affordable And Luxury Homes,₹22 L - 60 L,"2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,540.0 sq.ft,"Feb, 2020"
,Dream Luxury Homez4RERA,₹22 L - 1 Cr,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,480.0 sq.ft,"Jul, 2020"
,Guru Mahadev Homes 1,₹23.5 L - 59.99 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Jul, 2020"
,Guru Mahadev Homes 2,₹23.5 L - 60.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Jun, 2020"
,The DwarkaViewRERA,₹24.0 L - 39.99 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹4.62 K/sq.ft,,530.0 sq.ft,"Nov, 2022"
,The Shubharambh By S Gambhir Buildtech Pvt Ltd Dwarka Mor3RERA,₹24.0 L - 40.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹4.62 K/sq.ft,,530.0 sq.ft,"Dec, 2022"
,The Gokuldham By S Gambhir Buildtech Dwarka MorRERA,₹24.0 L - 80.0 L,"2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,530.0 sq.ft,"Dec, 2022"
,Mitya The HomeRERA,₹35 L - 65 L,3 BHK Flat for sale in Dwarka Mor,₹None K/sq.ft,,800.0 sq.ft,"Dec, 2022"
,Jai Residency5RERA,₹14 L - 50 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,360.0 sq.ft,"Dec, 2022"
,RSC Homes,₹13 L - 33 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,360.0 sq.ft,"Dec, 2022"
,RSC Affordables And Luxury Homes,₹13 L - 33 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,360.0 sq.ft,"Dec, 2022"
,Ammira Luxury And Affordable Homes,₹26 L - 70 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,550.0 sq.ft,"Aug, 2020"
,Swastik Affordables And Luxury Homes 1,Price on Request,2 BHK Flat for sale in Dwarka Mor,₹None K/sq.ft,,550.0 sq.ft,"May, 2020"
,Swastik Affordables And Luxury Homes 2,Price on Request,"1, 2 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,400.0 sq.ft,"Jan, 2021"
,Nirmal Affordables And Luxury HomesRERA,₹23.5 L - 59.99 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Aug, 2020"
,Aggarwal Luxury FloorsRERA,₹15 L - 75 L,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,360.0 sq.ft,"Apr, 2020"
,Tirupati Smart Homes,₹19 L - 65 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Jul, 2020"
,Max Living Smart Homes3.9,₹18 L - 65 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Mar, 2020"
,Innovative Homes3.7RERA,₹14.5 L - 67.5 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,400.0 sq.ft,"Dec, 2020"
,Guru Ji Delhi Residency4.8,₹25 L - 1 Cr,"2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,500.0 sq.ft,"Sep, 2022"
,Shri Krishna Affordable HomesRERA,₹28 L - 65 L,"2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,600.0 sq.ft,"Feb, 2020"
,Divine HomesRERA,₹14.5 L - 32 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,400.0 sq.ft,"Sep, 2022"
,Guru Ji Welfare3.9,₹18 L - 50 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,400.0 sq.ft,"Feb, 2020"
,Mitya The AddressRERA,₹35 L - 65 L,3 BHK Flat for sale in Dwarka Mor,₹None K/sq.ft,,800.0 sq.ft,"Nov, 2022"
,The Imperial Heights By S Gambhir Buildtech Pvt Ltd Dwarka MorRERA,₹35 L - 65 L,3 BHK Flat for sale in Dwarka Mor,₹None K/sq.ft,,800.0 sq.ft,"Dec, 2022"
,The Heaven,₹18 L - 30.0 L,2 BHK Flat for sale in Dwarka Mor,₹None K/sq.ft,,450.0 sq.ft,"Sep, 2022"
,Murli The GalleriaRERA,₹21 L - 59.99 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,500.0 sq.ft,"Sep, 2022"
,Divine Luxury Homes,₹25 L - 42 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,600.0 sq.ft,"Oct, 2022"
,Grover Estate Independent House4RERA,₹22.5 L - 70 L,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,360.0 sq.ft,"May, 2022"
,Dream The DenRERA,₹23.0 L - 39.99 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,530.0 sq.ft,"Nov, 2022"
,Dream Homes4.7RERA,₹23.0 L - 39.99 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,530.0 sq.ft,"Nov, 2022"
,Royal Smart Homes,₹27 L - 1.25 Cr,"2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,540.0 sq.ft,"Dec, 2022"
,Royal Affordable Homes,₹27 L - 1.25 Cr,"2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,540.0 sq.ft,"Dec, 2022"
,Royal Metro View FloorsRERA,₹20 L - 1 Cr,"2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Dec, 2022"
,Mitya Apna GharRERA,₹35 L - 65 L,3 BHK Flat for sale in Dwarka Mor,₹None K/sq.ft,,800.0 sq.ft,"Dec, 2022"
,Affordable Happy Homes,₹15 L - 65 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,300.0 sq.ft,"Apr, 2022"
,Max Properties Delhi Living Luxury Homes3.7,₹15 L - 65 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,360.0 sq.ft,"Mar, 2020"
,Guru Ji Residency 25RERA,₹25 L - 60 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,550.0 sq.ft,"Sep, 2022"
,Adarsh Galleria,₹25.0 L - 59.99 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Aug, 2020"
,Dream Affordable Homez,₹22 L - 1 Cr,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,480.0 sq.ft,"Jul, 2020"
,Guru Mahadev Homes,₹23.0 L - 60.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Jul, 2020"
,Green Valley Homes3.7RERA,₹23.5 L - 60.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,460.0 sq.ft,"Aug, 2020"
,Guru Ji Homes 1RERA,₹22 L - 60 L,"2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,500.0 sq.ft,"Mar, 2020"
,Guru Ji Affordable Homes,₹20 L - 70 L,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,500.0 sq.ft,"Mar, 2020"
,Guru Ji Shri Radhe Krishna HomesRERA,₹20 L - 75 L,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,500.0 sq.ft,"Mar, 2020"
,Guru Ji Dev Bhoomi Luxury And Affordable Homes3.8RERA,₹20 L - 92 L,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Sep, 2022"
,Guru Ji Gopal Dham HomesRERA,₹18 L - 1 Cr,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,400.0 sq.ft,"Sep, 2022"
,Guru Ji Shyam KunjRERA,₹15 L - 42 L,"1, 2, 3 BHK Builder Floors for sale in Dwarka Mor",₹None K/sq.ft,,350.0 sq.ft,"Sep, 2022"
,Krishna Luxury HomesRERA,₹24 L - 65 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,550.0 sq.ft,"Sep, 2021"
,JSK HomesRERA,₹25 L - 43 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹3.88 K/sq.ft,,650.0 sq.ft,"Oct, 2021"
,JSK Homes BRERA,₹21 L - 78 L,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Oct, 2021"
,Khatu Shhyam Luxury Homes,₹23.0 L - 60.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,550.0 sq.ft,"Sep, 2021"
,Guru Ji Niwas5RERA,₹30 L - 45 L,3 BHK Flat for sale in Dwarka Mor,₹None K/sq.ft,,600.0 sq.ft,"Feb, 2022"
,Kaanha Homes 23RERA,₹15 L - 85 L,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,360.0 sq.ft,"Dec, 2021"
,Guru Ji Ashiyana5RERA,₹20 L - 40 L,"2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Apr, 2022"
,Kalsi HomesRERA,₹21 L - 55 L,"2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,550.0 sq.ft,"May, 2022"
,Jai Home AffordableRERA,₹22 L - 55 L,"2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,600.0 sq.ft,"Jun, 2022"
,Jai HomeRERA,₹15 L - 55 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Jun, 2022"
,Happy Luxury Home5RERA,₹20 L - 55 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Jun, 2022"
,Mittal God Gift AppartmentsRERA,₹20 L - 60 L,"1, 2, 3 BHK Flats for sale in Suraj Vihar",₹None K/sq.ft,,405.0 sq.ft,"Jun, 2022"
,Dagar Smart HomesRERA,₹24 L - 45 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹4.77 K/sq.ft,,500.0 sq.ft,"Mar, 2022"
,Dagar Affordable HomesRERA,₹16 L - 45 L,"1, 2, 3 BHK Builder Floors for sale in Dwarka Mor",₹None K/sq.ft,,400.0 sq.ft,"Mar, 2022"
,Royal Luxury Homes4.5RERA,₹18 L - 45 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,500.0 sq.ft,"Mar, 2022"
,Dagar Floors 1RERA,₹24 L - 45 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹4.77 K/sq.ft,,500.0 sq.ft,"Mar, 2022"
,Guru Ji Ashiyana Homes 1RERA,₹15 L - 45 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,350.0 sq.ft,"Sep, 2022"
,GrehpraveshRERA,₹35 L - 65 L,3 BHK Flat for sale in Dwarka Mor,₹None K/sq.ft,,800.0 sq.ft,"Dec, 2022"
,The Ridge by S Gambhir Buildtech Dwarka MorRERA,₹24.0 L - 39.99 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹4.62 K/sq.ft,,530.0 sq.ft,"Dec, 2022"
,Shree Ram Luxury ResidencyRERA,₹20 L - 1 Cr,"2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Dec, 2022"
,Murli The NestRERA,₹24.0 L - 85.0 L,"2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,550.0 sq.ft,"Nov, 2022"
,Arun Dream HomesRERA,₹23.0 L - 40.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,530.0 sq.ft,"Nov, 2022"
,Dream ArunRERA,₹23.0 L - 39.99 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,530.0 sq.ft,"Nov, 2022"
,Mitya The ResidenceRERA,₹35 L - 65 L,3 BHK Flat for sale in Dwarka Mor,₹None K/sq.ft,,800.0 sq.ft,"Dec, 2022"
,Mitya The Dream HomeRERA,₹35 L - 65 L,3 BHK Flat for sale in Dwarka Mor,₹None K/sq.ft,,800.0 sq.ft,"Dec, 2022"
,Bharat Affordable Homes 4RERA,₹21 L - 75 L,"2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Oct, 2020"
,Krishna Homes4.3RERA,₹25 L - 75 L,"2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,600.0 sq.ft,"Dec, 2020"
,Guru Ji Affordable And Luxury Homes 3.9RERA,₹25 L - 1 Cr,"2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,600.0 sq.ft,"Jan, 2020"
,Saini Luxury Floors4RERA,₹20 L - 32 L,2 BHK Flat for sale in Dwarka Mor,₹None K/sq.ft,,500.0 sq.ft,"Dec, 2020"
,Sh JMD The Grand Floors 2RERA,₹24 L - 35 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,540.0 sq.ft,"Apr, 2021"
,SGB Metro View FloorsRERA,₹20 L - 45 L,"2, 3, 4 BHK Flats for sale in Dwarka Mor",₹4.49 K/sq.ft,,450.0 sq.ft,"Sep, 2021"
,The Paradise Luxury HomesRERA,₹14 L - 60 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,400.0 sq.ft,"Aug, 2021"
,Delhi Homes Homes 1,₹15 L - 55 L,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Nov, 2021"
,Chanchal Affordable HousingRERA,₹21 L - 60.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,600.0 sq.ft,"Nov, 2021"
,Green LivingsRERA,₹21.0 L - 60.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,550.0 sq.ft,"Nov, 2021"
,Green The Eco Village,₹21.0 L - 60.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,550.0 sq.ft,"Nov, 2021"
,Ishu Luxury HomesRERA,₹22.0 L - 60.01 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,530.0 sq.ft,"Nov, 2021"
,Green Affordable LivingsRERA,₹21.0 L - 60.01 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,550.0 sq.ft,"Nov, 2021"
,AK Residency3.3RERA,₹23.0 L - 60.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,550.0 sq.ft,"Nov, 2021"
,Majestic Luxury HomesRERA,₹22.0 L - 60.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,540.0 sq.ft,"Sep, 2021"
,Oxirich HomesRERA,₹16 L - 48 L,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,550.0 sq.ft,"May, 2021"
,Swastik The Crest1,₹30.0 L - 45 L,3 BHK Flat for sale in Dwarka Mor,₹None K/sq.ft,,760.0 sq.ft,"Dec, 2021"
,The SpaceRERA,₹22.0 L - 60.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,600.0 sq.ft,"Dec, 2021"
,Swastik The Arcade1,₹17.0 L - 29.0 L,"1, 2 BHK Flats for sale in Dwarka Mor",₹4.84 K/sq.ft,,350.0 sq.ft,"Dec, 2021"
,The Gambhir AffordablesRERA,₹36.0 L - 75.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,680.0 sq.ft,"Dec, 2021"
,S Gambhir The GrandmanoreRERA,₹34.99 L - 75.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,670.0 sq.ft,"Dec, 2021"
,S Gambhir Metrowalk 2,₹36.0 L - 75.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,680.0 sq.ft,"Dec, 2021"
,S Gambhir The Green ProjectRERA,₹35.01 L - 75.01 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,675.0 sq.ft,"Dec, 2021"
,S Gambhir The Grand LifeRERA,₹35.01 L - 75.01 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,675.0 sq.ft,"Dec, 2021"
,S Gambhir The Luxury HousingsRERA,₹35.01 L - 75.01 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,675.0 sq.ft,"Dec, 2021"
,The Roman Address,₹24 L - 60.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,600.0 sq.ft,"Dec, 2021"
,Chanchal Affordables 2,₹24 L - 60.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,600.0 sq.ft,"Dec, 2021"
,Chanchal The AddressRERA,₹24 L - 60.01 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,600.0 sq.ft,"Dec, 2021"
,Khatushhyam The HomeRERA,₹23.0 L - 60.01 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,550.0 sq.ft,"Jan, 2022"
,Khatushhyam The Luxury Adress,₹22 L - 60.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,550.0 sq.ft,"Jan, 2022"
,Goyal Metro View Luxury Floors,₹20 L - 50 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,500.0 sq.ft,"Dec, 2021"
,Guru Ji Shree Ram Homes5RERA,₹20 L - 1 Cr,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Sep, 2022"
,Vijay Luxurious HomesRERA,₹17 L - 75 L,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"May, 2022"
,Creative Luxurious Floors,₹16 L - 90 L,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,360.0 sq.ft,"Mar, 2022"
,Rudra Dev Budget Homes,₹15 L - 1.1 Cr,"1, 2, 3, 4 BHK Flats for sale in Uttam Nagar",₹None K/sq.ft,,360.0 sq.ft,"Dec, 2022"
,Shivam Rudradev Luxury Floors1,₹15 L - 1.1 Cr,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,360.0 sq.ft,"Dec, 2022"
,The Grand Floors,₹25.5 L - 42.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,495.0 sq.ft,"May, 2019"
,SGB Homes1.3,₹15 L - 65 L,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,420.0 sq.ft,"Jun, 2018"
,Sh JMD Ananta Apartment,₹29.0 L - 31.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,540.0 sq.ft,"Dec, 2019"
,Delhi In Apartment 2,₹30.0 L - 42.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹5.52 K/sq.ft,,540.0 sq.ft,"May, 2019"
,Goyal Rajat Goyal Affordable Homes3.7,₹19 L - 63 L,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,405.0 sq.ft,"Jan, 2019"
,Sh JMD The Ananta Apartments,₹16.2 L - 48.6 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹4.5 K/sq.ft,,360.0 sq.ft,"Nov, 2019"
,Om Sai Affordable Homes,₹17 L - 50 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,400.0 sq.ft,"Nov, 2019"
,S Gambhir Homes4,₹21.0 L - 75.0 L,"2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Aug, 2019"
,Krishna Affordable Homes3.4,₹27 L - 80 L,"2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,550.0 sq.ft,"Nov, 2019"
,Decent Floors,₹15 L - 32.0 L,"1, 2 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,400.0 sq.ft,"Dec, 2016"
,Malhotra Floors 2,₹30.0 L - 45.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,700.0 sq.ft,"Aug, 2017"
,NZ Associate Project 5,₹30 L,2 BHK Independent Floor for sale in Sewak Park,₹3.49 K/sq.ft,,860.0 sq.ft,"Apr, 2015"
,SBA Apartments,₹65.0 L,3 BHK Flat for sale in Dwarka Mor,₹7.22 K/sq.ft,,900.0 sq.ft,"May, 2017"
,A One Homes,₹16.0 L - 60 L,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,415.0 sq.ft,"Jun, 2019"
,Guru Ji Homes1RERA,₹25.9 L - 92.0 L,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,500.0 sq.ft,"Dec, 2019"
, Homes 3,Price on Request,2 BHK Flat for sale in Dwarka Mor,₹None K/sq.ft,,504.0 sq.ft,"Apr, 2017"
,Sh JMD The Vinayak,₹32 L - 72 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹8.0 K/sq.ft,,400.0 sq.ft,"Nov, 2019"
,Mittal Affordable And Luxry homes,₹17 L - 48 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,405.0 sq.ft,"Dec, 2019"
,S Gambhir Homes IV,₹35.84 L,2 BHK Flat for sale in Dwarka Mor,₹5.12 K/sq.ft,,700.0 sq.ft,"Feb, 2015"
,S Gambhir Homes II,₹50.0 L,3 BHK Flat for sale in Dwarka Mor,₹5.56 K/sq.ft,,900.0 sq.ft,"Feb, 2015"
,Ms Floor Vii,₹32.0 L - 45.0 L,"2, 3 BHK Independent Floors for sale in Dwarka Mor",₹None K/sq.ft,,495.0 sq.ft,"Jun, 2015"
,Kalra Homes,₹7.0 L,1 BHK Independent Floor for sale in Dwarka Mor,₹2.59 K/sq.ft,,270.0 sq.ft,"May, 2015"
,SBA Homes - II,₹45 L,3 BHK Independent Floor for sale in Dwarka Mor,₹5.0 K/sq.ft,,900.0 sq.ft,"Oct, 2014"
,Sunrise Home - I5,₹45.0 L,1 BHK Bungalow for sale in Dwarka Mor,₹13.16 K/sq.ft,,342.0 sq.ft,"Jun, 2014"
,Sahil Homes - I,₹16.0 L,2 BHK Independent Floor for sale in Dwarka Mor,₹3.56 K/sq.ft,,450.0 sq.ft,"Jul, 2015"
,8 Majestic Homes - VIII,₹35.0 L,3 BHK Independent Floor for sale in Dwarka Mor,₹4.86 K/sq.ft,,720.0 sq.ft,"Apr, 2015"
,Balaji Yash Appartment - I,₹18 L,2 BHK Independent Floor for sale in Dwarka Mor,₹3.6 K/sq.ft,,500.0 sq.ft,"Nov, 2014"
,MS Floor II,₹17.0 L - 30.0 L,"1, 2 BHK Independent Floors for sale in Dwarka Mor",₹None K/sq.ft,,360.0 sq.ft,"Apr, 2015"
,Baba Sai Homes I,₹22.0 L,2 BHK Independent Floor for sale in Dwarka Mor,₹3.67 K/sq.ft,,600.0 sq.ft,"Apr, 2015"
,Friends Sai Apartment - 1,₹24.3 L,2 BHK Independent Floor for sale in Sewak Park,₹4.5 K/sq.ft,,540.0 sq.ft,"Sep, 2014"
,Kailash Homes - II4.3,₹20.0 L,2 BHK Independent Floor for sale in Dwarka Mor,₹4.44 K/sq.ft,,450.0 sq.ft,"Jan, 2015"
,Durga Floors - IV,₹16.0 L,1 BHK Independent Floor for sale in Sewak Park,₹4.44 K/sq.ft,,360.0 sq.ft,"Feb, 2015"
,SSP Floors III,₹75.0 L,3 BHK Independent Floor for sale in Dwarka Mor,₹11.11 K/sq.ft,,675.0 sq.ft,"Oct, 2016"
,Sarna Homes,₹55.0 L,3 BHK Independent Floor for sale in Dwarka Mor,₹6.11 K/sq.ft,,900.0 sq.ft,"Nov, 2014"
,Jma Homes- III,₹38.0 L,3 BHK Independent Floor for sale in Dwarka Mor,₹4.22 K/sq.ft,,900.0 sq.ft,"Sep, 2014"
,Aggarwal Homes - VII,₹39.99 L,2 BHK Independent Floor for sale in Dwarka Mor,₹5.93 K/sq.ft,,675.0 sq.ft,"Jul, 2014"
,8 Majestic Homes - III,₹64.99 L,3 BHK Independent Floor for sale in Dwarka Mor,₹5.35 K/sq.ft,,1215.0 sq.ft,"Feb, 2015"
,Sachdeva Floors - I,₹55.0 L,3 BHK Independent Floor for sale in Sewak Park,₹6.11 K/sq.ft,,900.0 sq.ft,"May, 2014"
,Om Bhawan - I,₹49.35 L,2 BHK Flat for sale in Sewak Park,₹4.7 K/sq.ft,,1050.0 sq.ft,"Oct, 2014"
,Shiv Kushal Home-2,₹14.4 L - 21.6 L,"1, 2 BHK Independent Floors for sale in Dwarka Mor",₹4.0 K/sq.ft,,360.0 sq.ft,"Oct, 2014"
,Shree Satnam Gokul Dham 3,₹49.5 L,3 BHK Independent Floor for sale in Dwarka Mor,₹5.0 K/sq.ft,,990.0 sq.ft,"Oct, 2014"
,B B Homes,₹27 L,2 BHK Independent Floor for sale in Dwarka Mor,₹5.0 K/sq.ft,,540.0 sq.ft,"Feb, 2015"
,Eshaan Homes - VI,₹24.8 L,2 BHK Independent Floor for sale in Dwarka Mor,₹4.44 K/sq.ft,,558.0 sq.ft,"Jun, 2014"
,SKA Floors I,₹75.0 L,3 BHK Flat for sale in Dwarka Mor,₹6.67 K/sq.ft,,1125.0 sq.ft,"Nov, 2014"
,JMA Homes- X,₹22.0 L,2 BHK Independent Floor for sale in Dwarka Mor,₹4.89 K/sq.ft,,450.0 sq.ft,"Oct, 2014"
,KBD Homes - I,₹24.75 L - 55 L,"1, 3 BHK Independent Floors for sale in Dwarka Mor",₹5.5 K/sq.ft,,450.0 sq.ft,"Jan, 2015"
,Shreeji Floors,₹34.34 L,2 BHK Independent Floor for sale in Sewak Park,₹5.3 K/sq.ft,,648.0 sq.ft,"Mar, 2015"
,Rama Homes I4.6,₹25.0 L,2 BHK Independent Floor for sale in Sewak Park,₹5.56 K/sq.ft,,450.0 sq.ft,"Jan, 2015"
,Sachdeva Floors - III,₹45.0 L,2 BHK Independent Floor for sale in Sewak Park,₹7.69 K/sq.ft,,585.0 sq.ft,"Nov, 2016"
,Sharma Deepak Homes - I,₹48.0 L,3 BHK Independent Floor for sale in Dwarka Mor,₹5.33 K/sq.ft,,900.0 sq.ft,"Dec, 2014"
